publishedAt,authorDisplayName,textDisplay,likeCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:44:48Z,Gelora Jabar,austraia ranking 29 bang jo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:41:54Z,CROWS X WORST,Australia peringkat 29 FIFA bkn 19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:39:13Z,Sapriyun S,🇮🇩 VS 🇦🇷 2- 1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T04:26:01Z,horang kaya,Draw aja gw bangga😅,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:37:00Z,PAK RW UDIN,PSSI asli terbentuknya tahun 2023🔥<br>Sebelumnya hanya bapak² gabut😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:36:21Z,Arham Nuriman,Jangan jadi cawapres pak Erick... Sepakbola Indonesia membutuhkan anda...💪💪💪,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:34:26Z,Aa Toni,indonesia vs argentina..<br>klo indonesia kalah.dapet pengalaman &amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:21:30Z,Ohayo channel,2-1 Indonesia menang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:17:37Z,Baynerazuri,Saya masih yakin bahwa Messi akan datang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T03:04:40Z,rehana dilah,sepemikiran<br>aku jg ttp yakin sang bintang akan datang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:10:43Z,Suzzis Jr,PAK ERIC SEHAT SELALU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:06:51Z,Penang Bengkulu,pak erick mohon perpanjangkan kontrak coach sty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:05:23Z,Yudi Anwar,INDONESIA 2-1 ARGENTINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:05:06Z,BG GENG OFFICIAL,PSSI Sudah dijalur yg bner pqk tetap aja di PSSI pak sampai di massa tugas bpak..saya Doan bpak jadi presiden bukan cawapres.. BPK TDK pantas jadi cawapres .pantas nya jadi presiden pak. saya ingin perwakilan dari Sumatra,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:03:48Z,HP KENTANG,Keajaiban terjadi karna mental pemainnya..<br>Tunjukkanlah kepada dunia semangatmu yang panas membara..,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:03:20Z,Leo Sutarno,gooners ngumpul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:00:32Z,brangien 1313,Bapak sepak bola modern Indonesia.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:00:22Z,NOOB GAMING,Wkwkwk si pendek Messi tak ikut,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:59:41Z,candra rizky,Harusnya di tambah tsamara dan Pangeran di acara ini mba,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:54:53Z,Darminshe 01,Dimohon Pak Erick Thohir maju jadi cawapres Pak Prabowo Subianto.Melalui istana pasti lebih mudah membenahi sepakbola.Menjadi wapres tetap bisa menjadi ketum PSSI.Tidak ada aturan yang melarang hal itu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:53:35Z,Anton Bony,siapa yg setuju pak eric jadi ketua pssi selamanya ? dia orang yg faham sepak bola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T01:07:17Z,Simple Logic / logika Sederhana -💡,Hallaahh... pola permainan timnas dan pola permainan BRI liga 1 ngga jauh beda. Dari Grade <b>SS - C</b> level liga Indonesia itu Grade B.<br>Bahkan insfratrukturnya masih lebih bagus SkyBet.<br><br><i>EPL,,,,, MNL Myanmar</i>  = <b>Grade B</b><br><br>Kenapa liga Indonesia buruk, dan timnasnya juga ngga beda jauh beda.<br><br>1. Insfratruktur ngga modern era sekarang.<br>2. Kelengkapan Latihan di bawah standar.<br>3. Pola permainan kasar, amburadul.<br>4. Resiko cedera lebih tinggi daripada negara selevel.<br>5. Jarang di minati pemain Grade A.<br>6. Wasit  ( <b><i>kalo belum KO belum pelanggaran</i></b> )<br>7. Suporter urakan<br>8. Manajemen, money is number one.<br>9. Investasi jangka panjang di anak tirikan.<br>10. Mafia, Sponsor," kesepakatan membuat kita tahu siapa pemenangnya.<br><br><a href=""""http://www.youtube.com/results?search_query=%23pemain"""">#Pemain</a> Eropa modern yang pensiun tahun 2010+ an banyak loh.<br>Bisa kali 200 JT mah ya ngga <b><i>koh CEO.</i></b><br><a href=""""http://www.youtube.com/results?search_query=%23misalnya_xavi_hernandes"""">#misalnya_Xavi_Hernandes</a> Barca", kita bisa tuh cari pemain dari klub kasta tengah.<br>Ngga usah cari yang mahal," yang di butuhkan pengalaman untuk jangka panjang.<br><a href=""""http://www.youtube.com/results?search_query=%23koohh"""">#koohh</a> aduuhh koohh akoo maoo keluaarrr.. Wkwkwkwkwkkw."";0;;;",,,,,,,,,,,,,,,,,,
2023-06-18T21:40:17Z,ngopi,Akal itu di gunakan.......Erik terbaik untuk saat ini dan sangat berkualitas...<br>.dan bibit bibit terbaik pun sedang melangkah. ..langit pun berlapis lapis bro. ..jangan sesaat saja kamu mengucap....,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T16:06:18Z,Falah Falah,☝️,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T12:48:59Z,Ade Purnomo,Ya gk selamanya juga kali,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T11:50:40Z,Dd Nakal,Tapi percuma kalo presidennya anis 😂paling erik tohir di pecat dari ketua Pssi 😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:49:42Z,M.A.S,2 gol keatas timnas indonesia kebobolan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:49:23Z,Fauzy Rahadi,Mesi emng ikut,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:44:08Z,Hermawan,Ngga usah lagi jadi Menteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:38:28Z,FOOTBALL SPORTS,Messi d pasti kan tidak hadir,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:37:41Z,Penang Bengkulu,pak erick,,,,, pak erick mampu untuk itu..;0;;;,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:36:13Z,Qipoell hendarsyah,Indonesia 2 - 1 Argentina 😂 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:32:49Z,fucek boy,Semoga Timnas enjoy the game jadi lepas aja mainnya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:25:22Z,Om Paluy,Akibat ketum di jaman dulu. Mementingkan bisnis untuk mendatangkan clubs top untuk bertanding lawan timnas. Tampa memikirkan poin FIFA.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:12:34Z,Penggemar MMA,Ronaldo suuuuu. . Gw gak janji like gara gara s bos mihak messi wkwkwkwk,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:12:09Z,leXam vlog,🇮🇩2-1🇦🇷 Baru kali ini pssi brsma Timnas mndpt suport fans bola +62 luarrr biasa..!! Mksh pak Erick kami percaya aura positif timnas kedepan makin cemerlang..cr7fans ❤🇮🇩,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:15:04Z,O2 Welahh,Mustahil sih indo menang 🤣,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:07:52Z,Himada Wisesa,Pak Erick masih cukup muda untuk bisa menunda ikut serta pilpres dan menyelesaikan dulu tugas bpk di PSSI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:06:26Z,M. Sugiarto,Kasihan2 kita penonton bola Indonesia di kacangi Messi kita Indonesia cuma di anggap kaleng2...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:06:13Z,Cassen Aljefry,Dari penjelasannya kelihatan sekali beliau sangat tepat jadi Ketum PSSI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:06:07Z,Umar Ali,Nama sy umar badjabir<br>Nana.. Sy pengen foto sama abinya bisa g y..,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:04:56Z,Aldo,saya dukung pak erick jadi ketua pssi seumur hidup!!!,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T03:02:49Z,Muhammad Tamimi02,Pemimpin smart❤,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:54:41Z,Bambang Susanto,Sesi yang paling seru ,,,,, inilah cerminan muslim sejati ,,sukses pak ET ❤;17;;;,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:52:50Z,Putu Sumiasa,Pak Erick,,,,, kami dukung sepenuhnya.;1;;;,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:51:59Z,kang bewok,Harusnya sih ada liga khusus usia dini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:51:28Z,Aldo,ayo terus di pssi pakkk,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:47:44Z,Tahmid Ruwandanu,Jangan ke politik pak tetap fokus ke PSSI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:46:47Z,penggemar media,rans hadir,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:46:41Z,Dee Ajja,👍,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:45:53Z,Abdul Malik Sajid,Test,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:43:18Z,El Caniago,Pastinya Mbak Rara dan team sudah semaksimal mungkin untuk menjaga gawang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:38:13Z,RIAU one CHANEL,Kalau pak erik presiden 2029 .. sepak bolak akan lebih maju lagi dengan segala kekuatannya,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:32:55Z,Mora Mota,Terhibur tetimaksih ❤,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:32:49Z,Terpesona aku,"Timnas Turkey coba pak. <a href=""https://www.youtube.com/watch?v=XzYWdbwecnc&amp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:31:18Z,RIAU one CHANEL,Aku kok yakin indonesia bisa menang 1-0 ya ...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:26:08Z,pj teuku,si tangan emas,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:23:35Z,Supri Yanto,Kalo pak Erik nyalon cawapres tidak akan saya pilih entah siapapun pasanganya .. biar dia ttp d PSSI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:21:54Z,Agung Hidayatullah,Mau apapun tujuan asli Pak Erick menjabat Ketua PSSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:18:53Z,Iqbal Fahlevi,gak tau ya dari gesture pak erick kayak ada yang dirahasiain ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:17:19Z,arek suroboyo,Mesi sdh pasti gk dtng nih... Memang rasa respek mesi beda sama Ronaldo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:17:02Z,Muhammad Tamimi02,Ronaldo❤,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:13:31Z,Arjun Suryajun,Stay PSSI dan BUMN aja pak<br>Jangan yang lain,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:11:08Z,Kidung Arunika,gua gak peduli pak Erik mau jadi capres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:08:31Z,SCORION,Messi nga suka indo kayanya sampai nga ikut,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:08:23Z,Taufik Dhedy,Bisa gak di pertemukan pak erik Tohir duduk bersama sama pengamat sepakbola Indonesia.. seperti bung towel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:05:38Z,jaman channel,Demi sepak bola indonesia jgn biarkan pk eric nyawapres😅😅,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:03:39Z,Josih supriyanto12,Intinya walaupun hasil ngga sesuai expetasi kita harus punya rasa optimisme,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T02:02:56Z,Anto Wijaya Vlog,Kalau pak ETO tetap jadi ketum PSSI liga kita pasti akan setara dg luar negri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T04:39:29Z,Sriyanto Kurniawan,Tp pemain asingnya kebanyakan 5+1 60% kaya nonton liga luar...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:55:11Z,bebe Andy,Alhamdulillah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:54:43Z,Hevi Firza,Kalah era sby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:52:20Z,si penom ʕ •ᴥ•ʔ,Kota jambi gak pernah gempa pak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:51:29Z,Ahmad Fauzi,Ini sebuah konspirasi bro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:50:42Z,BLESSING WORSHIP,Sy yakin Timnas Indonesia menang 2-1. Amin,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:46:57Z,Citra Setiyanto,Yang luar biasa di match vs palestina bukan masalah hasil nya .. Tapi permainan nya.. <br>Di line up hanya ada 2 pemain ststus senior yaitu klok dan kambuaya .. Sisanya pemain muda semua .. Sty emang joss..,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:45:36Z,Ahmad Alfaradi,Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:40:26Z,Puji Suroto,Ya tentunya pak erick akan ngomong sama Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T06:56:41Z,Tidak Sempurna,Setuju sih ini wkwkwkkw. Walaupun gak dikasih tau gitu pasti mereka sadar diri lah. Jadi balas budinyaaa ngalah hahaha,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:39:54Z,Agus,Jun-00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:39:32Z,wati m,Skor 2-1..optimis😊,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:38:22Z,PENONTON AKAN DITONTON,Saya berani taruhan rumah gw tanah gw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:35:11Z,iwan setiawan,Semoga sehat selalu pak Erick sekeluarga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:32:33Z,arrayz Mazzboard,Pak ET 3 priode Elpresidente ! 🔥,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:29:04Z,Ahmad Alfaradi,Indonesia menang 10-0 mengalahkan Argentina biar Argentina malu karena meremehkan Indonesia dengan enggan ikutnya Messi dan menurunkan pemain lapis keduanya!!!!!🔥🔥🔥,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T06:58:19Z,Tidak Sempurna,Kalo ini sih terlalu muluk dan gak mungkin wkwkwk. Dukung sih boleh2 ajaa. Tapi yaa tolong realistis dong bung hahahha. Yaa kali Argentina mau dikalahin 10-0 wkwkw,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:25:00Z,TOTO TATAG TUTUG,"<a href=""http://www.youtube.com/results?search_query=%23bumn"">#BUMN</a> apa kabar pak <a href=""http://www.youtube.com/results?search_query=%23ericktohir"">#ERICKTOHIR</a><br>WAKILNYA PSSI SIAPA YA..??",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:18:26Z, Arna Warma,Perbaiki sepak Bola pak. Jadi cawapres tidak penting.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:15:53Z,CINTA NKRI,Wkwkwk kasian dech yang nafsu beli tiket....mending yang gratis tv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:20:21Z,RonyMustafa Rony,bocil sono tidur menyampah aj kau,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:48:41Z,avatar,Mbak Nana tanya Mas Anis Baswedan dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:46:15Z,Safril Kurniawan,KENAPA YA ANIES LEBIH BODOH DARI ERICK ?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:43:25Z,Reno Ipang,3-2 untuk timnas indonesia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:35:13Z,Chairudin Sabri,udah lah pak ET jangan jdi cawapres bapak fokus ja di pssi biar sepak bola indonesia lebih baik lagi dan maju lagi sepak bola indonesia.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:31:21Z,Sabilul Official,Jangan jadi cawapres dulu p ak erick.. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:24:57Z,iwe key,Sya lebih setuju pak erik melanjutkan sebagai ketum pssi .. jangan mencalonkan diri sebagai cawapres 😢,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:24:17Z,maulida 123,Lbih setuju tetp d pssi tuk pak erik,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:21:15Z,Tyo tyo,Pak... ngitung poinnya salah tuh...gak gitu ngitung nya... harus bisa bedain naik poin dengan naik peringkat... jangan di samakan... contoh : bisa saja kita nambah 10 poin..tapi peringkat nya bisa saja cuma naik 3 peringkat ...bukan naik 10 peringkat juga😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:21:04Z,Luckman Hakeem,Pengalamannya sebagai Presiden Inter Milan menjadi modal besar bagi Pak Erik dalam pergaulan dalam kancah sepa bola dunia. Dan itu terbukti para pelaku sepak bola dunia menaruh respect yg tinggi kepada beliau. Salut...,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:18:50Z,Reza Ilhami Fisalandi,Tolong bapak mimpin sampai selesai di pssi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:17:40Z,Jay,Pak Erick cerdas sekalii  😃  semoga suatu saat bisa memimpin indonesia,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:14:02Z,Tyo tyo,Ngitung poinnya gak gitu pak😅😅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:06:53Z,snap636,Bapak Erick Thohir tolong jangan terjun ke politik jadi cawapres. <br>Kami harap bapak tetap menjadi ketum PSSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:05:40Z,Ari Gunawan,Harusnya tanya juga exco nya kok gada yang keliatan kerjannya itu kemana?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T00:03:14Z,SHIELD OFFICIAL CLAN MOBILE LEGENDS,Rusia sih kayanya tim besar selanjutnya,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T23:54:18Z,Wong Gak Patek Sholeh,Merahputihkan GBK jangan ada yang memakai jersey negara yang telah meremehkan Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T23:49:13Z,BAYU ALFATIH,Sekarang mba NANA positif gak yiyir lg utk pk ERIk jgn ke mana 2ttp di PSSI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T23:48:12Z,Mumtazalumi,Lanjutkan pak erick,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T23:31:22Z,Galih Kuncoro,Tanpa messi argentina lemabekkkkkkkk  seperti  Kamboja bakal di bantaiiiiiii indonesia 5 vs argentina 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T23:18:35Z,Boenk satria,Tahu gk beda anis sama erick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T23:17:58Z,AHMAD FATHONI MUKHLIS,sip,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T23:12:53Z,Nico 1206,lawan terberat di asia  timnas ialah jepang <br>jepang ada pemain terbaik liga inggris kouru mitoma ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:56:43Z,Madonna Donna,Inilah pemimpin PSSI yang faham apa yang dia pimpin...👍👍👍,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:52:16Z,Hesham Hatim,beda ya kalo petinggi tau bola obrolannya...😊,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:46:35Z,Peternak Milenial,Pak jangan cuman bahan bakar dan sepak bolanya..tp juga pembangunan jalan dan pembangunan gedung² yang layak untuk daerah terpencil di indonesia..supaya masyarakat ddaerah terpencil itu tetap cinta tanah air (tidak di anak tirikan),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T09:51:32Z,Warga Internet,Salah alamat woy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:46:20Z,MUJAHIDIN,Kaya Haaland aja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:44:28Z,Boenk satria,Pak erick wajib 2 periode jadi ketum pssi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:43:45Z,Dedenuroniah Dede,Pak Erick Thohir sosok pemimpin is the best bismillah semoga sehat selalu semuanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:36:06Z,H F D CAR CHANNEL,Pak Erick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:34:45Z,H F D CAR CHANNEL,Kalau sy sih berharap pak Erick jadi Cawapres atau presdien kelak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:30:09Z,Ame,Semangat pak erick,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:27:31Z,Indonesiajaya,Keren pak eriks❤,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:27:06Z,Deirajr,Maaf maaf aja pak Eric gua gak bakalan milih pak Erik jadi cawapresnya .Biar focus PSSI cmiwww,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:16:58Z,dodik ae,sukses selalu pak erick🙏,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:13:50Z,Fahrul Roji,Saya optimis indonesia menang atau draw kalau messi dan di Maria tidak main ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:09:44Z,Bobo Master32,jangan lelah membangun sepakbola indonesia pak erick...Inter aja bisa diselamatkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:09:43Z,J awalia putra,Tolong jangan kemakan mereka yang manas manasin untuk jadi cawapres pak... kami masih butuh bapak untuk membenahi sepakbola tanah air...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:02:56Z,Eekk,Yang dimaksud ET vvip timur messi dimaria otamendi nonton,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T22:02:03Z,Lordibin,argentina 4 - indonesia 0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T21:20:34Z,Jamal Oke ,Semoga cita-cita masyarakat Indonesia tercapai yaitu Timnas Indonesia menjadi JUARA DUNIA SEPAKBOLA FIFA mengalahkan ARGENTINA di final piala 🏆 Dunia tahun 2038 !,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T21:12:25Z,banditselot,Messi di nanti karna prestasi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T21:12:07Z,Nayaka Anindya Rachmat,Pak Erick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T21:10:23Z,Hariyono Bn,Dari jeddah Saudi arabia hadir dan apapun yang kita mau insya Allah dengan kehendak Allah pasti bisa.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T20:51:17Z,Dzull 97,Udah pak .stay di pssi aja. Bapak orang yg tepat.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T20:48:32Z,NAITO CPW,Andaikan pak eric dan mahfud md adalah suku jawa😍,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T20:41:35Z,Oki Priyatno,Klau menurut sya sih Pa Erick itu tdk pantas jdi Cawapres yg lebih pantas nya itu The Presiden ,,,,,,Sehat slalu buat Pak Erick Tohir;1;;;,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T20:40:36Z,muh rusdy,Total aja di pssi pak ini sangat bagus masa depan timnas. Dtanggalkan aja jabatan mentrinya,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T20:15:33Z,OKKA,mamaksakan lawan argentina untuk menurunkan peringkat fifa indonesia?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T19:51:25Z,Irfan Bin Rusdi,ketum PSSI terbaik sepanjang masa. semoga selalu &quot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T19:36:23Z,THE ANU,"<a href=""https://www.youtube.com/watch?v=XzYWdbwecnc&amp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T19:34:26Z,Mboh Ra gerti,Ini lo orang punya integritas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T19:23:51Z,Juliana lLorenzo lamas Lorenzo,Erik Tohir sir top want,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T19:12:39Z,Justice,Next indonesia vs france 😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T19:09:52Z,Riky Hardiyanto,Saya sangat berharap dan setuju bpk erik jadi RI1 tp min 5 atau 10th ke depan.. Untuk skrg ttp stay n fokus transformasi sepak bola indonesia.. DO&#39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:56:25Z,Agung Hmwn,Damnmnn  yg Dateng ke Indonesia cuma  cadangan ke 3 ga wajar tiket 600 RB paling murah ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:47:31Z,togap johan,Hari ini :Tadi nonton pak Prabowo saat menjadi pembicara wawasan kebangsaan yg materinya bagus (diselingi dgn jokes² kecil 😁) dan skg juga nonton pak Erick yg isi dari yg pembicaraannya juga keren 👍.<br><br>Apakah ini tandanya akan menjadi duet untuk 2024 ? 🤭😁,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
