publishedAt,authorDisplayName,textDisplay,likeCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:14:16Z,Yt Afh 28,Indonesia Prediksi Skor 0 Argentina 6 ( pencetak gol. Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:13:56Z,WaL KeLiLinG,Agar nambah suaranya pak eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:13:29Z,Doni Sandika,Gak usah jadi cawapres pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:12:59Z,Al-Idris,Jangan jadi cawapres pak tetep di PSS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:12:49Z,Riko Hidaiat,Bapak sudah sangat dicintai masyarakat indonesia sebagai ketum pssi. Jangan sampai kecintaan itu hilang saat bapak beralih jabatan jadi wakil presiden.,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:10:20Z,Drs. Ir. Halusinasi M.T,Fix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:09:54Z,rosebp,Nunggu audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:09:15Z,Kurniawan Azhari,Nunggu moment erich Tohir 1 frame bersama Coach Justin.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:09:14Z,Maholtra Parji channel,pak erik jgn mau cawapres tunggu bola indonesia maju dulu 2029 paati RI.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:08:19Z,PURNAMA,Eric tohir nyapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:04:59Z,Salim Muhammad,JANGAN DI BAHAS SOAL CAWAPRES.<br><br>NANTI LAMA-LAMA DIA TERGODA.<br><br>MENDINGAN MBAK AJA YANG JADI CAWAPRES.<br>ATAU GANTI PUAN MAHARANI.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:30:33Z,URX,Waduh😅,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:08:07Z,Ag Santoso ッ,Wahh😮,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:04:37Z,{RA}™   RAZIQ (G) FF,Ketum PSSI jangan ditarik2 ke Politik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:00:27Z,Laode Kusuma,Argentina Dengan sukses Menipu Indonesia 100M Erik Tak Sadar Dipecundangi skaloni.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:02:26Z,Siyoo-pongpong,tetap cuan bang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:59:54Z,Topher Sinaga,Pepet terusss kang Zen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:59:29Z,Spesialis Super Fighter SSF,Semoga jadi cawapres ganjar❤❤❤,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:59:12Z,Alief Rachman,Next lawan korea utara aja pak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:58:25Z,Andi chanel1640,Bukankah kita pernah lawan australia  kita kalah tipis.klo timnas indonesia bisa bermain cepat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:56:38Z,Sokhiful Anam,Feeling saya kalau pak Erick lari ke Wapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:56:34Z,Gembel GG,MAHFUD MD x ERIC TOHIR .... PEMILI 100000000% JOBLOS subuh2 ke TPS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:56:24Z,Silondae Silo,Lebih respect ke Belanda dan uruguay(- suarez) datang ke indo full squad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:56:05Z,anto darma,Pak Erik Thohir harapan baru sepakbola Indonesia.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:08:34Z,sudarmi,Sayakan do&#39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:54:32Z,Praboe_wow AE,Tetaplah menjadi ketum pssi pak Erick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:52:54Z,Aras 86,Buat pak Erick jgn mau jadi cawapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T17:20:04Z,Fahruddin DailyVlogMix,Betul tetap di PSSI aja,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:51:52Z,Deddy Kubil,Usahakan perpanjang kontrak STY pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:51:52Z,Muhamad Safri,Klu soal popularitas tidak diragukan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:51:24Z,Aminudin Official,Tetap ronaldo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:51:48Z,Iqbal Dwi putra cahyadi,Sama,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:51:02Z,NASR,"<a href=""https://www.youtube.com/watch?v=XzYWdbwecnc&amp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:13:38Z,NASR,"<a href=""https://www.youtube.com/watch?v=XzYWdbwecnc&amp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:49:26Z,Rudi Rahmat hidayat,Oh iya mba najwa coba tanya pak erik itu anggota pssi yg lain termasuk sekjen dan exco pada kerja apa ya ko yg sat set sat set cuman pak erik aja ya???kalo bisa keanggotaannya di perbaiki pak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:49:00Z,The Chaniago,SEBAIKNYA STATEMENT PAK ET TTG &quot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:45:08Z,Virgo_Merdeka,Ini adalah FIFA match day,,,,, boleh kita fansnya Messi namun jgn itu mengalahkan jiwa nasionalisme kita, tunjukkan pada mereka bahwa kita bangsa besar, Ayoo suporter gemuruhkan GBK utk energi timnas kita agar tampil memukau, tak ada yg tak mungkin dalam sepakbola...ingat, Argentina pernah kecolongan kalah dari Saudi Arabia, siapa yg menyangka??💪💪💪Bravo Timnas❤️🇮🇩❤️;17;;;,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:43:49Z,Unaofficial,Emang top pak erik mah,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:43:34Z,Thubsz Cool,Ini baru bukan kaleng2 bosss,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:42:10Z,Muhammad Mustofa,Indonesia 3-2 Argentina<br>Kita Garuda,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:42:07Z,dicky andanezta,yakin jadi wapres dan masih yakin pssi juga tetep masih kepegang. semoga pak erik di beri umur panjang dan sehat selalu. orang yang pinter dan kaya emang banyak tp gk semua orang bisa melakukan banyak tugas seperti beliau tanpa mengharap sogokan dan uang haram.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T01:08:47Z,Simple Logic / logika Sederhana -💡,Hallaahh... pola permainan timnas dan pola permainan BRI liga 1 ngga jauh beda. Dari Grade <b>SS - C</b> level liga Indonesia itu Grade B.<br>Bahkan insfratrukturnya masih lebih bagus SkyBet.<br><br><i>EPL,,,,, MNL Myanmar</i>  = <b>Grade B</b><br><br>Kenapa liga Indonesia buruk, dan timnasnya juga ngga beda jauh beda.<br><br>1. Insfratruktur ngga modern era sekarang.<br>2. Kelengkapan Latihan di bawah standar.<br>3. Pola permainan kasar, amburadul.<br>4. Resiko cedera lebih tinggi daripada negara selevel.<br>5. Jarang di minati pemain Grade A.<br>6. Wasit  ( <b><i>kalo belum KO belum pelanggaran</i></b> )<br>7. Suporter urakan<br>8. Manajemen, money is number one.<br>9. Investasi jangka panjang di anak tirikan.<br>10. Mafia, Sponsor," kesepakatan membuat kita tahu siapa pemenangnya.<br><br><a href=""""http://www.youtube.com/results?search_query=%23pemain"""">#Pemain</a> Eropa modern yang pensiun tahun 2010+ an banyak loh.<br>Bisa kali 200 JT mah ya ngga <b><i>koh CEO.</i></b><br><a href=""""http://www.youtube.com/results?search_query=%23misalnya_xavi_hernandes"""">#misalnya_Xavi_Hernandes</a> Barca", kita bisa tuh cari pemain dari klub kasta tengah.<br>Ngga usah cari yang mahal," yang di butuhkan pengalaman untuk jangka panjang.<br><a href=""""http://www.youtube.com/results?search_query=%23koohh"""">#koohh</a> aduuhh koohh akoo maoo keluaarrr.. Wkwkwkwkwkkw."";0;;;",,,,,,,,,,,,,,,,,,
2023-06-18T06:13:59Z,Fafa kun,Bola di atas wapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:36:49Z,anggara 379,Fokus aja dulu di bola mau bagaimanapun pak erik itu juga manusia,,,,, SELESAI, karena bagi fans bola di hati mereka tetap sepakbola;0;;;,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:14:25Z,dicky andanezta,kalau misalnya beliau jadi wapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:49:16Z,ALI MUSTAKIM TV,CAWAPRES NEXT PERIODE AJA DULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:40:03Z,dude1277,Bak nana ki ngeciwissss ae. Mbok di rungokne sik to ah. 😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:38:32Z,Zafa Ezra Channel,Posisi bapak saat ini sudah sangat tepat pak,,,,,,,;6;;;,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:38:26Z,Akmal chanelku mal,Akan ada messi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:52:32Z,Iqbal Dwi putra cahyadi,Gak dateng kata pelatih Argentina nya,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:38:01Z,Ali Rahmansyah,jangan jadi cawapres pak,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:36:15Z,MAĒBE,- Pak Sumarji anggota exco<br>- Pak Sumarji ketua BTN<br>- Pak Sumarji juga Manajer Timnas<br><br>Manajer Timnas dievaluasi oleh BTN dan BTN dievaluasi oleh Exco<br><br>PAK SUMARJI MENGEVALUASI PAK SUMARJI<br><br>TOLONG PERHATIKAN INI PAK ERICK<br><br>UNT,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T21:38:51Z,Jayus Kelapa,​@MAĒBE maklum bro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:08:51Z,MAĒBE,@Aji Negoro hahahaha... Jujur iya dan saya mencoba utk meneruskan kritik bung Towel yg menurut saya bagus utk kebaikan PSSI 😊,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:04:19Z,Aji Negoro,Penjelasan dari bung towel ini ckckckckckc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:35:31Z,Eko wiranata Wiranata,Tolong dong buat pak erik tohir ttp di pssi dlu y pak kami mohon 🙏🙏🙏,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:34:50Z,buss Santeria,jgn pilih capres yg cawe cawe pak ETho😊,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:33:26Z,bro venum,Skrg ini kt dekat dgn perancis krn hubungan dagang berbagai alutsista yg dibeli sangat besar justru bs jd aji mumpung deketin  spy perancis main ksini. <br>😂😂😂😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:33:26Z,Hakim Gaming,Pak erik buka kaleng kaleng masalah sepakbola,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:32:24Z,M22,Punya jabatan banyak sibuk sana-sini tapi sempet dateng podcasts. Hebat pak sehat terus,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T21:13:59Z,M22,@Isti Kharoh coblos aldi taher aja kak :),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:44:21Z,Isti Kharoh,Itulah di negri ini keliatan bagus langsung di naikin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:40:52Z,Isti Kharoh,To,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:31:58Z,Mas Galang,JoSs,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:29:21Z,Habibi Rahman,Semoga bapak menjadi cawapres prabowo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:28:25Z,fajar fajar,jangan lupa bangun liganya pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:27:23Z,Nedy Nedy,Datangin Argentina itu 80M lho,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:26:07Z,Awin Family Channel,Salam subcribe salam sukses selalu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:25:45Z,Eka yuandy,biarpun semua orang tidak mendukung timnas ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T04:26:12Z,Sriyanto Kurniawan,Saya mendukung timnas sampai kapanpun sa&#39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:24:42Z,Anonim,Kek nya indo masih bisa berkesempatan mendatangkan Messi bertanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T19:20:50Z,ahwal sdrjt.71,Sekarang Beckham main di Persib,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:31:11Z,jack deriver,​@Anonimiyaa itu dulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:26:50Z,Anonim,@jack deriver dulu LA Galaxy lawan timnas bro,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:23:52Z,jack deriver,Kalau itu harus klub yg nego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:23:22Z,mardian89,Indonesia win,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:22:03Z,Ione An,Pak erick tolong jangan kepincut jadi cawapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:19:55Z,M Fadlan Fadillah,Ga usah nyalon jadi wapres kalau sukses di pssi jangankan wapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:19:14Z,Bukit Pelangi,Skor 3-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:18:03Z,D Umbaran,Feelings aku juga Indonesia 1 - Argentina  0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:17:54Z,Jeconiah Official,Tuntasin tugas dulu di PSSI pak...sampe bola kita bener bener terbang tinggi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:17:43Z,Didik Fahmi Lasodi,inspiring leader,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:15:39Z,Anto Cahaya,Sambil tunggu matang para pemain muda Timnas dikancah international (U17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:14:23Z,Grace Adani,Lega saya kalo pak erick jadi wapres tp msh ttp mimpin di pssi 😁,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:14:08Z,Saiful hadi,Kalo bapak maju wapres 2024 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:12:37Z,minak gawoh,Suara pak Erik tohir seperti kena piLek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:11:23Z,Faidil,menyenangkan sekali konten ini,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:10:03Z,Volvo,Klo strikernya DD sulit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:44:26Z,Teteg Winantea,Iya ingat Rocky putiray..😊👍,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:08:40Z,Agus Pitono2888,Baru kali ini melihat mbk nana akrap sama ketum PSSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T06:59:11Z,Tidak Sempurna,Karena ini bahas bola bukan politik bang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:07:49Z,Sawmil L,10 thn pak eric thohir pegang pssi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:06:13Z,minak gawoh,@Muhamad Irsyad Nurdin tapi kaLau dia wapres  dan sekaLigus Ketua pssi bisa makin keren juga sepak boLa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:32:40Z,Muhamad Irsyad Nurdin,@minak gawoh betul setuju,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:10:25Z,minak gawoh,Yg saya khawatirkan dia tergoda jadi wapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:07:20Z,Agus Oka,Tetap! Pak Erick di PSSI &amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:07:17Z,shatrya ,Jgn gangu et biar pokus di pssi apapun yg terjadi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:06:37Z,Prapto Utomo,se7 banget...Bang ETO jgn nyalon WAPRES...lewati ujian sbg orang yg didaulat memimpin PSSI untuk menjadi lebih baik...penggila sepak bola Indonesia berharap banyak kepada anda...SAVE ETO 4 PSSI...,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:46:49Z,Teteg Winantea,Sependapat.Beliau sudah hebat di PSSI.bagusnya gausah capres.disinni sudah dihargai Masyarakat Indonesia yng mana hmpir semua lapisan gila bola❤,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:05:44Z,sumatra,3poin indonesia❤,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:03:15Z,Pengamat Bola Abal abal,Salut sama pak Erik.<br>Kerja nyata<br>Gak cuma janji,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:02:51Z,Ali Rahmansyah,seru anjir,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:00:51Z,Ak Miong,Klh 2 kosong atau 3 kosong aja sdh habat timnas kita apa lagi seri dan menang pasti kita terkejud smua 🤣🤣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:57:06Z,robot oren,Siapa sing dua orang ini ganggu bgt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:51:44Z,servas morrety,Kayak nya Mesi datang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:55:31Z,servas morrety,@Ridwan Suparman smoga datang,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:07:18Z,Ridwan Suparman,Ga dateng dia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:51:22Z,Astaga Naga,Dengan harga tiket mahal dan tidak jadi tuan rumah pildun u20 dialihkan ke Argentina harusnya sih pak Erick bisa ngelobby lebih sih buat datengin timnas Argentina full squad termasuk Messi karena kapan lagi kesempatan emas ini datang..🤔🤔,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:50:58Z,Aan Akrom,Menang layaknya arab saudi<br>Kalau Kalah sudah seperti prancis<br><br>Semua ini tentang minset😅,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:47:22Z,wasis adi wardana,Toppp🤩,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:45:04Z,Rizky Anugerah Pratama,Jangan jadi cawapres pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T07:36:07Z,Totpaid,@Spesialis Super Fighter SSF  BUZZERP DUNGU Yang satu suka NONTON BOKEP YANG SATU BUAT RUGI VENDOR2 BUMNKARYA DIBAYAR BERAPA SIH ????😆😆🤣🤣😄😄😁😁😇😇,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T07:25:01Z,noiy,Sy yakin kalau sepakbola Indonesia maju dibawah pimpinan Erick Thohir.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T06:54:34Z,Siti Khotimah,Wapres sekarang  h.Mak Ruf amin is the best..the legend,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T06:41:29Z,Eva Farida,Bismillah ...saya setuju udah saja pak erik majukan sepak bola indonesia  semoga pak erik sehat tbh dernawan ... timnas menang aku yakin  3 - 2 aamiin yra,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T04:18:58Z,depan belakang,Bumn aja gak transparan apalagi jadi presiden,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:39:15Z,zaza sings,pak erick ini tau gak sih penghitingan poin 😢,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:38:05Z,salman alfarizi,Jangan nyapres dulu pak😢,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:37:59Z,Nur Fadly,Kalo pak erik jadi Presiden di masa depan saya dukung sekali.<br><br>Salut sama Pemikirannya yg Visioner buat negara ini,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:15:07Z,Afdy Mizuke boy,@Nur Fadly lah alasan komen mu tadi buat apa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:02:56Z,Nur Fadly,@Afdy Mizuke boy kejauhan mikir lu bro 😂..<br><br>Gua bukan buzzer partai atau ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T00:55:07Z,Afdy Mizuke boy,@Nur Fadly justru loe ngajak buat komen begitu apa ingin pelihara politik d sepak bola jngn krn momen begini trus sepak bola d ajak komen mau nyalon cawapres buat meningkatkn estabilitas politik ngcoooiii 🤣🤣,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T00:24:39Z,Nur Fadly,@Afdy Mizuke boy apa peduli gua bro pa erik mau apa engga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T23:42:42Z,Afdy Mizuke boy,@Nur Fadly trus apa pak erik mau dengan komenmu untuk ngajak politik gitu rasa tradisi politik d sepak bola lebih baik hilang d bahsa d sini sepk bola bukan ngajak jadi presiden 😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:37:22Z,Said,11-0 habis cerita blm boleh kalahkan Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:12:01Z,Ridwan Suparman,Malay hanya lawan papua nugini 🤭🤣,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:36:18Z,Drs. Ir. Halusinasi M.T,Kan bener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:35:28Z,zaza sings,Timnas argentina udah dateng gaessss...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:05:42Z,armando,info dr mna bang ?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:32:54Z,agus Surjanto,Yang penting pemain Indonesia cetak gol.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:27:56Z,Pboy,Malaysia hadir Bosku,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:27:03Z,Jeane Margaret,Mimpi lu ketinggian pak!!! Untuk juara asia saja masi mimpi kok mau menang argentina 😂😂😂 klas palestina 11 12 sama indonesia atao mau sogog argentina ya???? Messi ga bakalan hadir di negara yang isinya kadrun agama,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:13:53Z,Muhammad Alwy,Buzzer buzzer😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:56:52Z,Iqbal Dwi putra cahyadi,Bisa bro kalau kita berdoa ke allah dengan sungguh sungguh,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:15:45Z,Ridwan Suparman,Buzzer gabut skip,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:55:30Z,sicantik,Mimpi gak bayar bro. Gratis😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:43:19Z,Diba Raufi,Serah,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:23:42Z,Ubai Baiquni,Baru ini mbak najwa akrab sama ketua pssi. <br>Biasanya jangankan sama ketua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:23:39Z,sulselonline,Top Pak Erick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:22:08Z,Moch Ilyas,Jangan memilih orang yg telah menghancurkan masa depan pesepakbola indonesia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:21:16Z,Didit Nirwandi Yusuf,Anis maksudnýa?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:21:55Z,Ampawi,Indonesia kebersihan Klah sama negara lain,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:21:17Z,al bian,Feeling sih bener Indonesia 1-Aregentina 0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:20:06Z,f a d h l u r,Gw malah yakin Messi dateng 😅,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T19:41:30Z,sLashiawan,Sabtu sore,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:00:09Z,SE7VEN %,Affa iya,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:18:22Z,Vivo Kandis,Najwa sayang ku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:23:07Z,f a d h l u r,Anjayy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:17:51Z,rzndjournal,Kang zen harusnya inframe nih,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:17:18Z,Danny Ayub Saputra AmYYn,Selamat dan sukses selalu Pa Erick Tohir,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:14:13Z,Ampawi,Seribu satu mau menemukan seperti  pak eriq cerdas punya visi misinya ingin bersih dari segala keburukan Indonesia mntap semuga disehatkan terus,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T13:05:28Z,Tony Setyawan,Salut sama Pak Erik Tohir.<br>Semua pertanyaan di jawab dgn lugas dan jelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T12:59:20Z,Dani Septiyan,ternyta oak eric orange detail dan guyonan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T14:12:28Z,Dani Widi Murtadho,Persis pak Jokowi dan Pak Andika Perkasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T12:57:15Z,Paino Sebastian,BUMN rugi terus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
